Month,Item Fat Content,Item Type,Outlet Location Type,Outlet Size,Outlet Type,Sales,Rating
DEC,Regular,Meat,Tier 1,Small,Grocery Store,231,3.6
DEC,Regular,Snack Foods,Tier 1,Small,Grocery Store,263,3.6
DEC,Low Fat,Dairy,Tier 3,Medium,Supermarket Type3,89,3.6
DEC,Low Fat,Dairy,Tier 3,Medium,Supermarket Type3,193,3.6
DEC,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,95,3.6
DEC,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,178,3.6
DEC,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type3,151,3.6
DEC,Low Fat,Household,Tier 3,Medium,Supermarket Type3,164,3.6
DEC,Low Fat,Household,Tier 3,Medium,Supermarket Type3,151,3.6
DEC,Low Fat,Household,Tier 3,Medium,Supermarket Type3,62,3.6
DEC,Regular,Baking Goods,Tier 3,Medium,Supermarket Type3,47,3.6
DEC,Regular,Dairy,Tier 3,Medium,Supermarket Type3,144,3.6
DEC,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,227,3.6
DEC,Regular,Meat,Tier 3,Medium,Supermarket Type3,103,3.6
DEC,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,64,3.6
DEC,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,187,3.6
DEC,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,99,3.6
DEC,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,53,3.6
DEC,Regular,Canned,Tier 1,Small,Grocery Store,88,3.5
DEC,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,59,3.5
DEC,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,174,3.5
DEC,Regular,Meat,Tier 1,Small,Grocery Store,98,3.5
DEC,Regular,Soft Drinks,Tier 1,Small,Grocery Store,163,3.5
DEC,Low Fat,Breads,Tier 3,Medium,Supermarket Type3,126,3.5
DEC,Low Fat,Canned,Tier 3,Medium,Supermarket Type3,249,3.5
DEC,Low Fat,Dairy,Tier 3,Medium,Supermarket Type3,45,3.5
DEC,Low Fat,Dairy,Tier 3,Medium,Supermarket Type3,89,3.5
DEC,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,40,3.5
DEC,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,56,3.5
DEC,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,163,3.5
DEC,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,97,3.5
DEC,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,144,3.5
DEC,Low Fat,Household,Tier 3,Medium,Supermarket Type3,42,3.5
DEC,Low Fat,Household,Tier 3,Medium,Supermarket Type3,172,3.5
DEC,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,213,3.5
DEC,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type3,75,3.5
DEC,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type3,173,3.5
DEC,Regular,Baking Goods,Tier 3,Medium,Supermarket Type3,177,3.5
DEC,Regular,Dairy,Tier 3,Medium,Supermarket Type3,184,3.5
DEC,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,177,3.5
DEC,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,57,3.5
DEC,Low Fat,Hard Drinks,Tier 1,Small,Grocery Store,54,3.4
DEC,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,159,3.4
DEC,Regular,Snack Foods,Tier 1,Small,Grocery Store,112,3.4
DEC,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,100,3.4
DEC,Low Fat,Household,Tier 3,Medium,Supermarket Type3,49,3.4
DEC,Low Fat,Meat,Tier 3,Medium,Supermarket Type3,64,3.4
DEC,Regular,Dairy,Tier 3,Medium,Supermarket Type3,55,3.4
DEC,low fat,Soft Drinks,Tier 1,Small,Grocery Store,225,3.3
DEC,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type3,113,3.3
DEC,Low Fat,Breads,Tier 3,Medium,Supermarket Type3,33,3.3
DEC,Low Fat,Dairy,Tier 1,Small,Grocery Store,191,3.3
DEC,Low Fat,Health and Hygiene,Tier 1,Small,Grocery Store,121,3.3
DEC,Low Fat,Health and Hygiene,Tier 1,Small,Grocery Store,116,3.3
FEB,Low Fat,Soft Drinks,Tier 1,Small,Grocery Store,185,3.3
FEB,Regular,Snack Foods,Tier 1,Small,Grocery Store,46,3.3
FEB,Low Fat,Dairy,Tier 3,Medium,Supermarket Type3,175,3.3
FEB,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type3,56,3.3
FEB,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,40,3.3
FEB,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,190,3.3
FEB,Regular,Canned,Tier 3,Medium,Supermarket Type3,228,3.3
FEB,Regular,Dairy,Tier 3,Medium,Supermarket Type3,238,3.3
FEB,Regular,Meat,Tier 3,Medium,Supermarket Type3,233,3.3
FEB,Regular,Meat,Tier 3,Medium,Supermarket Type3,147,3.3
FEB,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,64,3.2
FEB,Regular,Dairy,Tier 1,Small,Grocery Store,143,3.2
FEB,Regular,Snack Foods,Tier 1,Small,Grocery Store,87,3.2
FEB,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,81,3.2
FEB,Low Fat,Breads,Tier 3,Medium,Supermarket Type3,94,3.2
FEB,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,256,3.2
FEB,Regular,Baking Goods,Tier 3,Medium,Supermarket Type3,187,3.2
FEB,Regular,Dairy,Tier 3,Medium,Supermarket Type3,89,3.2
FEB,Regular,Meat,Tier 3,Medium,Supermarket Type3,224,3.2
FEB,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,171,3.2
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,92,3.1
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,119,3.1
FEB,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,146,3.1
FEB,Low Fat,Dairy,Tier 3,Medium,Supermarket Type3,98,3.1
FEB,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,100,3.1
FEB,Regular,Canned,Tier 3,Medium,Supermarket Type3,169,3.1
FEB,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,142,3.1
FEB,Regular,Meat,Tier 3,Medium,Supermarket Type3,154,3.1
FEB,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,222,3.1
FEB,Regular,Dairy,Tier 1,Small,Grocery Store,197,3
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,152,3
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,74,3
FEB,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,85,3
FEB,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,163,3
FEB,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,178,3
FEB,Low Fat,Baking Goods,Tier 1,Small,Grocery Store,125,3
FEB,Low Fat,Breakfast,Tier 1,Small,Grocery Store,99,3
FEB,Low Fat,Canned,Tier 1,Small,Grocery Store,83,3
FEB,Low Fat,Canned,Tier 1,Small,Grocery Store,51,3
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,241,3
FEB,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,180,3
FEB,Regular,Frozen Foods,Tier 1,Small,Grocery Store,45,3
FEB,Regular,Frozen Foods,Tier 1,Small,Grocery Store,193,3
FEB,low fat,Dairy,Tier 1,Small,Grocery Store,76,3
FEB,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type3,155,3
FEB,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,93,3
FEB,Low Fat,Breads,Tier 3,Medium,Supermarket Type3,200,3
FEB,Low Fat,Canned,Tier 3,Medium,Supermarket Type3,168,3
FEB,Low Fat,Dairy,Tier 3,Medium,Supermarket Type3,174,3
FEB,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,210,3
FEB,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,145,3
FEB,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type3,46,3
FEB,Low Fat,Household,Tier 3,Medium,Supermarket Type3,98,3
FEB,Low Fat,Household,Tier 3,Medium,Supermarket Type3,125,3
FEB,Low Fat,Household,Tier 3,Medium,Supermarket Type3,60,3
FEB,Low Fat,Meat,Tier 3,Medium,Supermarket Type3,188,3
FEB,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,240,3
FEB,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,165,3
FEB,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,156,3
FEB,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type3,95,3
FEB,Regular,Breads,Tier 3,Medium,Supermarket Type3,103,3
FEB,Regular,Dairy,Tier 3,Medium,Supermarket Type3,57,3
FEB,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,66,3
FEB,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,172,3
FEB,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,144,3
FEB,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,181,3
FEB,low fat,Hard Drinks,Tier 3,Medium,Supermarket Type3,157,3
FEB,Low Fat,Canned,Tier 1,Small,Grocery Store,267,2.9
FEB,Low Fat,Soft Drinks,Tier 1,Small,Grocery Store,261,2.9
FEB,Low Fat,Canned,Tier 3,Medium,Supermarket Type3,94,2.9
FEB,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,253,2.9
FEB,Regular,Canned,Tier 3,Medium,Supermarket Type3,196,2.8
FEB,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,86,2.8
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,90,2.8
FEB,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,231,2.8
FEB,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type3,252,2.8
FEB,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,184,2.8
FEB,Low Fat,Household,Tier 3,Medium,Supermarket Type3,164,2.8
FEB,Regular,Breads,Tier 3,Medium,Supermarket Type3,259,2.8
FEB,Regular,Canned,Tier 3,Medium,Supermarket Type3,93,2.8
FEB,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,80,2.8
FEB,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,93,2.8
FEB,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,40,2.7
FEB,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type3,87,2.7
FEB,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,155,2.5
FEB,Regular,Meat,Tier 1,Small,Grocery Store,199,2.5
FEB,Low Fat,Canned,Tier 3,Medium,Supermarket Type3,53,2.5
FEB,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type3,88,2.5
FEB,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,113,2.5
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,98,2.4
FEB,Regular,Dairy,Tier 1,Small,Grocery Store,158,2.4
FEB,Low Fat,Household,Tier 3,Medium,Supermarket Type3,37,2.4
FEB,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,111,2.3
FEB,Low Fat,Meat,Tier 1,Small,Grocery Store,98,2.3
FEB,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,259,2.3
FEB,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type3,188,2.3
FEB,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,35,2.3
FEB,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,154,2.3
FEB,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,175,2.3
FEB,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,56,2.3
FEB,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,186,2.2
FEB,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,37,2.1
FEB,Regular,Breakfast,Tier 1,Small,Grocery Store,50,2
FEB,Low Fat,Canned,Tier 1,Small,Grocery Store,220,2
FEB,Regular,Baking Goods,Tier 1,Small,Grocery Store,223,2
FEB,Regular,Meat,Tier 1,Small,Grocery Store,251,2
FEB,Regular,Snack Foods,Tier 1,Small,Grocery Store,58,2
FEB,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type3,122,2
FEB,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type3,99,2
FEB,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,46,2
FEB,Low Fat,Meat,Tier 3,Medium,Supermarket Type3,99,2
FEB,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,244,2
FEB,Regular,Canned,Tier 1,Small,Grocery Store,184,1.7
FEB,Regular,Canned,Tier 1,Small,Grocery Store,44,1.5
FEB,Low Fat,Household,Tier 3,Medium,Supermarket Type3,97,1.5
FEB,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,38,1.5
FEB,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type3,173,1.4
FEB,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,256,1
FEB,Low Fat,Breads,Tier 3,Medium,Supermarket Type3,63,1
FEB,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,118,1
FEB,Regular,Baking Goods,Tier 1,Small,Grocery Store,197,1
FEB,Regular,Breakfast,Tier 1,Small,Grocery Store,156,1
FEB,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,109,1
FEB,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,197,1
FEB,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,121,1
FEB,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type3,172,1
FEB,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,37,1
FEB,Low Fat,Household,Tier 3,Medium,Supermarket Type3,128,1
FEB,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,192,1
FEB,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,178,1
FEB,Regular,Breads,Tier 3,Medium,Supermarket Type3,264,1
FEB,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,46,1
FEB,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,121,1
FEB,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,139,1
FEB,Low Fat,Canned,Tier 1,Small,Grocery Store,180,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,195,4
FEB,Regular,Baking Goods,Tier 3,Medium,Supermarket Type3,171,4
FEB,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,179,4
FEB,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,122,4
FEB,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,224,4
FEB,Low Fat,Starchy Foods,Tier 3,Medium,Supermarket Type3,165,4
FEB,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type3,31,4
FEB,Regular,Soft Drinks,Tier 1,Small,Grocery Store,42,4
FEB,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,153,4
FEB,Regular,Baking Goods,Tier 3,Medium,Supermarket Type3,227,4
FEB,Low Fat,Household,Tier 3,Medium,Supermarket Type3,183,4
FEB,Low Fat,Others,Tier 1,Small,Grocery Store,212,4
FEB,Low Fat,Household,Tier 3,Medium,Supermarket Type3,166,4
FEB,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,80,4
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,152,4
FEB,Low Fat,Household,Tier 3,Medium,Supermarket Type3,101,4
FEB,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,190,4
FEB,Regular,Breakfast,Tier 3,Medium,Supermarket Type3,174,4
FEB,Regular,Canned,Tier 3,Medium,Supermarket Type3,60,4
FEB,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,130,4
FEB,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,158,4
FEB,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,231,4
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,183,4
FEB,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,232,4
FEB,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,38,4
FEB,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,53,4
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,229,4
FEB,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type3,126,4
FEB,low fat,Breads,Tier 1,Small,Grocery Store,42,4
FEB,Regular,Meat,Tier 1,Small,Grocery Store,156,4
FEB,Regular,Snack Foods,Tier 1,Small,Grocery Store,50,4
FEB,Regular,Soft Drinks,Tier 3,Medium,Supermarket Type3,40,4
FEB,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,185,4
FEB,Regular,Frozen Foods,Tier 1,Small,Grocery Store,37,4
FEB,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,197,4
FEB,Low Fat,Soft Drinks,Tier 1,Small,Grocery Store,96,4
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,168,4
FEB,Low Fat,Others,Tier 3,Medium,Supermarket Type3,109,4
FEB,Low Fat,Hard Drinks,Tier 1,Small,Grocery Store,36,4
FEB,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,109,4
FEB,Low Fat,Starchy Foods,Tier 3,Medium,Supermarket Type3,88,4
FEB,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,175,4
FEB,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type3,59,4
FEB,Regular,Frozen Foods,Tier 1,Small,Grocery Store,145,4
FEB,Regular,Meat,Tier 3,Medium,Supermarket Type3,43,4
FEB,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,197,4
FEB,Low Fat,Household,Tier 3,Medium,Supermarket Type3,117,4
FEB,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type3,50,4
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,147,4
FEB,Regular,Dairy,Tier 3,Medium,Supermarket Type3,147,4
FEB,Regular,Canned,Tier 3,Medium,Supermarket Type3,42,4
FEB,Low Fat,Canned,Tier 3,Medium,Supermarket Type3,164,4
FEB,Low Fat,Canned,Tier 3,Medium,Supermarket Type3,153,4
FEB,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,81,4
FEB,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type3,53,4
FEB,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,85,4
FEB,Regular,Canned,Tier 3,Medium,Supermarket Type3,103,4
FEB,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,113,4
FEB,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,79,4
FEB,Low Fat,Others,Tier 3,Medium,Supermarket Type3,112,4
FEB,Low Fat,Meat,Tier 1,Small,Grocery Store,89,4
FEB,Regular,Fruits and Vegetables,Tier 1,Small,Grocery Store,188,4
FEB,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,109,4
FEB,low fat,Canned,Tier 1,Small,Grocery Store,146,4
FEB,Low Fat,Hard Drinks,Tier 1,Small,Grocery Store,153,4
FEB,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,122,4
FEB,Low Fat,Baking Goods,Tier 1,Small,Grocery Store,145,4
FEB,Low Fat,Canned,Tier 1,Small,Grocery Store,181,4
FEB,Low Fat,Others,Tier 1,Small,Grocery Store,184,4
FEB,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,182,4
FEB,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,120,4
FEB,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,242,4
FEB,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,105,4
FEB,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,258,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,110,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,249,4
FEB,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,106,4
FEB,Low Fat,Soft Drinks,Tier 1,Small,Grocery Store,41,4
FEB,Low Fat,Baking Goods,Tier 1,Small,Grocery Store,184,4
FEB,Low Fat,Baking Goods,Tier 1,Small,Grocery Store,82,4
FEB,Low Fat,Baking Goods,Tier 1,Small,Grocery Store,107,4
FEB,Low Fat,Baking Goods,Tier 1,Small,Grocery Store,86,4
FEB,Low Fat,Baking Goods,Tier 1,Small,Grocery Store,175,4
FEB,Low Fat,Baking Goods,Tier 1,Small,Grocery Store,150,4
FEB,Low Fat,Baking Goods,Tier 1,Small,Grocery Store,74,4
FEB,Low Fat,Breads,Tier 1,Small,Grocery Store,95,4
FEB,Low Fat,Breads,Tier 1,Small,Grocery Store,216,4
FEB,Low Fat,Breads,Tier 1,Small,Grocery Store,85,4
FEB,Low Fat,Breads,Tier 1,Small,Grocery Store,122,4
FEB,Low Fat,Breads,Tier 1,Small,Grocery Store,86,4
FEB,Low Fat,Breakfast,Tier 1,Small,Grocery Store,177,4
FEB,Low Fat,Breakfast,Tier 1,Small,Grocery Store,127,4
FEB,Low Fat,Canned,Tier 1,Small,Grocery Store,89,4
FEB,Low Fat,Canned,Tier 1,Small,Grocery Store,189,4
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,98,4
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,44,4
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,57,4
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,143,4
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,145,4
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,55,4
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,55,4
FEB,Low Fat,Dairy,Tier 1,Small,Grocery Store,171,4
FEB,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,180,4
FEB,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,75,4
FEB,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,42,4
FEB,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,207,4
FEB,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,185,4
FEB,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,35,4
FEB,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,128,4
FEB,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,157,4
FEB,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,94,4
FEB,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,107,4
FEB,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,92,4
FEB,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,150,4
FEB,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,56,4
FEB,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,101,4
FEB,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,180,4
FEB,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,227,4
FEB,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,217,4
FEB,Low Fat,Hard Drinks,Tier 1,Small,Grocery Store,78,4
FEB,Low Fat,Hard Drinks,Tier 1,Small,Grocery Store,129,4
FEB,Low Fat,Health and Hygiene,Tier 1,Small,Grocery Store,151,4
FEB,Low Fat,Health and Hygiene,Tier 1,Small,Grocery Store,123,4
FEB,Low Fat,Health and Hygiene,Tier 1,Small,Grocery Store,177,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,106,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,214,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,177,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,217,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,158,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,128,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,120,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,103,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,43,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,73,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,264,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,47,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,142,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,195,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,163,4
FEB,Low Fat,Household,Tier 1,Small,Grocery Store,253,4
FEB,Low Fat,Meat,Tier 1,Small,Grocery Store,175,4
FEB,Low Fat,Meat,Tier 1,Small,Grocery Store,191,4
JAN,Low Fat,Meat,Tier 1,Small,Grocery Store,197,4
JAN,Low Fat,Others,Tier 1,Small,Grocery Store,145,4
JAN,Low Fat,Others,Tier 1,Small,Grocery Store,110,4
JAN,Low Fat,Seafood,Tier 1,Small,Grocery Store,159,4
JAN,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,101,4
JAN,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,193,4
JAN,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,160,4
JAN,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,144,4
JAN,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,256,4
JAN,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,218,4
JAN,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,242,4
JAN,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,155,4
JAN,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,198,4
JAN,Low Fat,Soft Drinks,Tier 1,Small,Grocery Store,87,4
JAN,Low Fat,Soft Drinks,Tier 1,Small,Grocery Store,112,4
JAN,Low Fat,Soft Drinks,Tier 1,Small,Grocery Store,189,4
JAN,Low Fat,Soft Drinks,Tier 1,Small,Grocery Store,78,4
JAN,Low Fat,Soft Drinks,Tier 1,Small,Grocery Store,73,4
JAN,Low Fat,Soft Drinks,Tier 1,Small,Grocery Store,189,4
JAN,Regular,Baking Goods,Tier 1,Small,Grocery Store,89,4
JAN,Regular,Baking Goods,Tier 1,Small,Grocery Store,38,4
JAN,Regular,Baking Goods,Tier 1,Small,Grocery Store,121,4
JAN,Regular,Baking Goods,Tier 1,Small,Grocery Store,264,4
JAN,Regular,Baking Goods,Tier 1,Small,Grocery Store,166,4
JAN,Regular,Breads,Tier 1,Small,Grocery Store,224,4
JAN,Regular,Breads,Tier 1,Small,Grocery Store,112,4
JAN,Regular,Breads,Tier 1,Small,Grocery Store,228,4
JAN,Regular,Breakfast,Tier 1,Small,Grocery Store,168,4
JAN,Regular,Breakfast,Tier 1,Small,Grocery Store,56,4
JAN,Regular,Canned,Tier 1,Small,Grocery Store,92,4
JAN,Regular,Canned,Tier 1,Small,Grocery Store,147,4
JAN,Regular,Canned,Tier 1,Small,Grocery Store,79,4
JAN,Regular,Canned,Tier 1,Small,Grocery Store,251,4
JAN,Regular,Canned,Tier 1,Small,Grocery Store,165,4
JAN,Regular,Dairy,Tier 1,Small,Grocery Store,219,4
